job_title,func_parent,functions,subfunctions
design director and creative leader,Technical,design,design-unknown
cv analyst and docnews curator,Technical,analytics,analytics-unknown
"manager, systems engineer",Technical,engineering,engineering-unknown
front end lead,Technical,engineering,engineering-unknown
"head of product, private markets",Technical,product,product-unknown
cloud reliability engineer,Technical,engineering,engineering-unknown
"product manager, android",Technical,product,product-unknown
research research and development product development,Technical,product,product-unknown
data collector,Technical,analytics,analytics-unknown
principal database engineer,Technical,engineering,engineering-unknown
"director, business and product development",Technical,product,product-unknown
frontend devsigner,Technical,engineering,engineering-unknown
"director, head of analytics",Technical,analytics,analytics-unknown
"engineer manager, card experience",Technical,engineering,engineering-unknown
senior design manager,Technical,design,design-unknown
"technical product director, data science",Technical,product,product-unknown
head of architecture,Technical,engineering,engineering-unknown
operations and logistics product engineer,Technical,engineering,engineering-unknown
"executive vice president, product strategy and operation",Technical,product,product-unknown
operations and analytics internship,Technical,analytics,analytics-unknown
computer graphics,Technical,design,design-unknown
development manager,Technical,engineering,engineering-unknown
engineer manager   distributed systems,Technical,engineering,engineering-unknown
senior vice president product development,Technical,product,product-unknown
senior services engineer,Technical,engineering,engineering-unknown
director of finance and analytics,Technical,analytics,analytics-unknown
"director, cyber technology and analytics",Technical,analytics,analytics-unknown
frontend team lead,Technical,engineering,engineering-unknown
lead technical architect,Technical,engineering,engineering-unknown
data and product strategist and sf ops,Technical,product,product-unknown
"support, community, and user research",Technical,product,product-unknown
sw design engineer and product team lead,Technical,engineering,engineering-unknown
"lead core data engineer at whoop, inc",Technical,engineering,engineering-unknown
customer facing engineer,Technical,engineering,engineering-unknown
site reliaility engineer,Technical,engineering,engineering-unknown
technical lead manager,Technical,engineering,engineering-unknown
sales engineer manager emea,Technical,engineering,engineering-unknown
senior field service engineer,Technical,engineering,engineering-unknown
agricultural engineer,Technical,engineering,engineering-unknown
"principal engineer, front end",Technical,engineering,engineering-unknown
art director and associate creative director,Technical,design,design-unknown
product manager at kahoot,Technical,product,product-unknown
php programmer,Technical,engineering,engineering-unknown
"senior product manager, enterprise",Technical,product,product-unknown
"development manager, payment engine and mobile",Technical,engineering,engineering-unknown
"director of engineer, payments",Technical,engineering,engineering-unknown
market response analyst,Technical,analytics,analytics-unknown
senior product line manager,Technical,product,product-unknown
attackiq service group engineer,Technical,engineering,engineering-unknown
android senior,Technical,engineering,engineering-unknown
insurance program development manager,Technical,engineering,engineering-unknown
product management director,Technical,product,product-unknown
